area,lat,lon,district,name,population,state
102.54,50.717,12.500,Zwickau,Zwickau,87516,Saxony
41.14,49.017,13.233,Regen,Zwiesel,9179,Bavaria
5.66,49.71667,8.61667,Bergstraße,Zwingenberg,7291,Hesse
64.18,50.61667,12.80000,Erzgebirgskreis,Zwönitz,11861,Saxony
113.26,51.61667,12.11667,Anhalt-Bitterfeld,Zörbig,9123,Saxony-Anhalt
101,50.70000,6.65000,Euskirchen,Zülpich,20440,North Rhine-Westphalia
67.79,49.200,9.500,Hohenlohekreis,Öhringen,24925,Baden-Württemberg
53.23,49.21944,8.71083,Karlsruhe,Östringen,13038,Baden-Württemberg
26.11,50.91972,6.11944,Heinsberg,Übach-Palenberg,23906,North Rhine-Westphalia
58.67,47.76667,9.15833,Bodenseekreis,Überlingen,22713,Baden-Württemberg
