area,lat,lon,district,name,population,state
29.90,48.69278,9.14278,Esslingen,Leinfelden-Echterdingen,40161,Baden-Württemberg
23.48,49.150,9.117,Heilbronn,Leingarten,11741,Baden-Württemberg
32.15,48.44889,10.22083,Günzburg,Leipheim,7326,Bavaria
297.36,51.333,12.383,Urban districts of Germany,Leipzig,597493,Saxony
78.01,51.167,12.917,Mittelsachsen,Leisnig,8156,Saxony
100.85,52.02722,8.91167,Lippe,Lemgo,40456,North Rhine-Westphalia
46.98,50.567,12.367,Vogtlandkreis,Lengenfeld,7042,Saxony
90.71,52.17500,7.86667,Steinfurt,Lengerich,22511,North Rhine-Westphalia
135.06,51.12361,8.06806,Olpe,Lennestadt,25140,North Rhine-Westphalia
95.75,53.09111,11.47333,Prignitz,Lenzen,2075,Brandenburg
48.73,48.80139,9.01306,Böblingen,Leonberg,48753,Baden-Württemberg
83.41,51.317,12.017,Saalekreis,Leuna,13906,Saxony-Anhalt
28.66,50.550,8.367,Lahn-Dill-Kreis,Leun,5716,Hesse
57.17,50.54972,11.44972,Saalfeld-Rudolstadt,Leutenberg,2057,Thuringia
84.11,49.283,10.417,Ansbach,Leutershausen,5624,Bavaria
174.95,47.82556,10.02222,Ravensburg,Leutkirch im Allgäu,23030,Baden-Württemberg
78.85,51.033,6.983,Urban district,Leverkusen,163905,North Rhine-Westphalia
27.62,48.72611,8.00500,Rastatt,Lichtenau,5037,Baden-Württemberg
192.17,51.60000,8.88333,Paderborn,Lichtenau,10551,North Rhine-Westphalia
9.47,50.38361,11.67583,Hof,Lichtenberg,1029,Bavaria
122.27,50.133,11.033,Lichtenfels,Lichtenfels,20034,Bavaria
96.73,51.150,8.800,Waldeck-Frankenberg,Lichtenfels,4093,Hesse
15.48,50.75639,12.63167,Zwickau,Lichtenstein,11087,Saxony
77.64,50.52167,8.82083,Gießen,Lich,13880,Hesse
48.87,51.483,9.283,Kassel,Liebenau,2977,Hesse
138.84,52.867,13.400,Oberhavel,Liebenwalde,4368,Brandenburg
72.51,51.98306,14.30000,Dahme-Spreewald,Lieberose,1371,Brandenburg
37.41,50.86472,13.85556,Sächsische Schweiz-Osterzgebirge,Liebstadt,1273,Saxony
50.17,50.867,12.750,Zwickau,Limbach-Oberfrohna,23711,Saxony
45.15,50.383,8.067,Limburg-Weilburg,Limburg an der Lahn,35648,Hesse
33.18,47.54583,9.68333,Lindau,Lindau,25543,Bavaria
11.85,47.600,9.900,Lindau,Lindenberg im Allgäu,11512,Bavaria
21.09,49.68333,8.78333,Bergstraße,Lindenfels,5084,Hesse
22.77,50.533,8.650,Gießen,Linden,13111,Hesse
65.17,52.967,12.983,Ostprignitz-Ruppin,Lindow,3030,Brandenburg
176.15,52.52306,7.32306,Emsland,Lingen (Ems),55232,Lower Saxony
65.46,50.97889,6.26778,Düren,Linnich,12697,North Rhine-Westphalia
17.98,50.57028,7.28472,Neuwied,Linz am Rhein,6209,Rhineland-Palatinate
113.3,51.667,8.350,Soest,Lippstadt,67793,North Rhine-Westphalia
65.5,50.817,7.217,Rhein-Sieg-Kreis,Lohmar,30316,North Rhine-Westphalia
90.78,52.66667,8.23861,Vechta,Lohne (Oldenburg),27259,Lower Saxony
90.44,50.000,9.583,Main-Spessart,Lohr a. Main,15016,Bavaria
89.53,53.967,13.150,Vorpommern-Greifswald,Loitz,4262,Mecklenburg-Western Pomerania
21.90,50.64972,8.70444,Gießen,Lollar,10399,Hesse
66.47,51.200,13.300,Meißen,Lommatzsch,4807,Saxony
34.28,48.79833,9.68833,Ostalbkreis,Lorch,10953,Baden-Württemberg
54,50.04417,7.80333,Rheingau-Taunus-Kreis,Lorch,3744,Hesse
25.24,49.65389,8.56750,Bergstraße,Lorsch,13831,Hesse
206.38,51.85000,13.71667,Dahme-Spreewald,Luckau,9443,Brandenburg
12.99,51.09500,12.33528,Altenburger Land,Lucka,3606,Thuringia
46.75,52.083,13.167,Teltow-Fläming,Luckenwalde,20586,Brandenburg
43.33,48.89750,9.19222,Ludwigsburg,Ludwigsburg,93358,Baden-Württemberg
109.30,52.29972,13.26667,Teltow-Fläming,Ludwigsfelde,26936,Brandenburg
77.68,49.48111,8.43528,Urban district,Ludwigshafen am Rhein,172557,Rhineland-Palatinate
78.30,53.32444,11.49722,Ludwigslust-Parchim,Ludwigslust,11959,Mecklenburg-Western Pomerania
58.72,50.48583,11.38750,Kronach,Ludwigsstadt,3342,Bavaria
22.2,50.73833,12.74639,Erzgebirgskreis,Lugau,7907,Saxony
28.06,50.96306,12.75306,Mittelsachsen,Lunzenau,4133,Saxony
110.51,53.203235,13.319617,Uckermark,Lychen,3154,Brandenburg
78.74,51.09444,14.66667,Görlitz,Löbau,14347,Saxony
88.03,47.88389,8.34361,Breisgau-Hochschwarzwald,Löffingen,7649,Baden-Württemberg
59.41,52.200,8.700,Herford,Löhne,39871,North Rhine-Westphalia
143,52.717,7.767,Cloppenburg,Löningen,13561,Lower Saxony
39.43,47.617,7.667,Lörrach,Lörrach,49295,Baden-Württemberg
23.46,49.100,9.383,Heilbronn,Löwenstein,3379,Baden-Württemberg
30.54,50.62139,12.73167,Erzgebirgskreis,Lößnitz,8074,Saxony
65,52.30806,8.62306,Minden-Lübbecke,Lübbecke,25573,North Rhine-Westphalia
119.91,51.950,13.900,Dahme-Spreewald,Lübben/Lubin,14036,Brandenburg
138.78,51.867,13.967,Oberspreewald-Lausitz,Lübbenau/Spreewald,15969,Brandenburg
214.13,53.86972,10.68639,Urban district,Lübeck,215846,Schleswig-Holstein
119.69,53.300,11.083,Ludwigslust-Parchim,Lübtheen,4643,Mecklenburg-Western Pomerania
74.49,53.46306,12.02833,Ludwigslust-Parchim,Lübz,6204,Mecklenburg-Western Pomerania
89.01,52.967,11.150,Lüchow-Dannenberg,Lüchow,9435,Lower Saxony
86.73,51.217,7.633,Märkischer Kreis,Lüdenscheid,71911,North Rhine-Westphalia
140.31,51.767,7.433,Coesfeld,Lüdinghausen,24810,North Rhine-Westphalia
88.64,51.95000,9.25000,Lippe,Lügde,9235,North Rhine-Westphalia
70.34,53.25250,10.41444,Lüneburg,Lüneburg,75301,Lower Saxony
59.18,51.617,7.517,Unna,Lünen,85838,North Rhine-Westphalia
6.15,54.29472,10.59139,Plön,Lütjenburg,5305,Schleswig-Holstein
108.28,51.250,12.133,Burgenlandkreis,Lützen,8458,Saxony-Anhalt
20.53,50.90667,11.44611,Weimarer Land,Magdala,2019,Thuringia
200.95,52.13333,11.61667,Urban district,Magdeburg,235775,Saxony-Anhalt
16.59,48.28694,7.81139,Ortenaukreis,Mahlberg,5248,Baden-Württemberg
12.00,49.700,10.217,Kitzingen,Mainbernheim,2283,Bavaria
61.59,48.650,11.783,Kelheim,Mainburg,15106,Bavaria
32.4,50.150,8.833,Main-Kinzig-Kreis,Maintal,39307,Hesse
97.75,49.983,8.267,Urban district,Mainz,217123,Rhineland-Palatinate
108.7,53.733,12.783,Mecklenburgische Seenplatte,Malchin,7341,Mecklenburg-Western Pomerania
44.60,53.467,12.417,Mecklenburgische Seenplatte,Malchow,6542,Mecklenburg-Western Pomerania
10.06,50.09194,6.80917,Bernkastel-Wittlich,Manderscheid,1416,Rhineland-Palatinate
144.96,49.48778,8.46611,Urban district,Mannheim,309721,Baden-Württemberg
143.78,51.59417,11.45472,Mansfeld-Südharz,Mansfeld,8517,Saxony-Anhalt
18.06,48.933,9.250,Ludwigsburg,Marbach am Neckar,15833,Baden-Württemberg
123.92,50.81000,8.77083,Marburg-Biedenkopf,Marburg,76401,Hesse
133.47,50.633,13.150,Erzgebirgskreis,Marienberg,16716,Saxony
64.35,51.81667,9.18306,Höxter,Marienmünster,4903,North Rhine-Westphalia
40.92,47.72083,9.39167,Bodenseekreis,Markdorf,14156,Baden-Württemberg
28.16,48.90472,9.08083,Ludwigsburg,Markgröningen,14902,Baden-Württemberg
31.36,51.27778,12.38333,Leipzig,Markkleeberg,24664,Saxony
69.06,50.317,12.317,Vogtlandkreis,Markneukirchen,7362,Saxony
58.27,51.30167,12.22111,Leipzig,Markranstädt,15824,Saxony
20.15,49.66694,10.14361,Kitzingen,Marktbreit,3973,Bavaria
37.54,49.850,9.600,Main-Spessart,Marktheidenfeld,11243,Bavaria
35.49,50.117,12.000,Wunsiedel im Fichtelgebirge,Marktleuthen,2999,Bavaria
95.25,47.767,10.617,Ostallgäu,Marktoberdorf,18683,Bavaria
49.52,50.000,12.067,Wunsiedel im Fichtelgebirge,Marktredwitz,17049,Bavaria
10.51,49.700,10.117,Kitzingen,Marktsteft,1995,Bavaria
139.81,54.133,12.567,Vorpommern-Rügen,Marlow,4616,Mecklenburg-Western Pomerania
87.69,51.667,7.117,Recklinghausen,Marl,84312,North Rhine-Westphalia
4.83,53.950,9.000,Dithmarschen,Marne,5947,Schleswig-Holstein
182.01,51.450,8.833,Hochsauerlandkreis,Marsberg,19488,North Rhine-Westphalia
25.44,49.00028,8.81083,Enzkreis,Maulbronn,6632,Baden-Württemberg
34.71,49.200,12.100,Schwandorf,Maxhütte-Haidhof,11817,Bavaria
58.04,50.33333,7.21667,Mayen-Koblenz,Mayen,19284,Rhineland-Palatinate
136.3,50.600,6.650,Euskirchen,Mechernich,27986,North Rhine-Westphalia
34.92,50.633,7.017,Rhein-Sieg-Kreis,Meckenheim,24741,North Rhine-Westphalia
126.05,51.19722,8.70694,Hochsauerlandkreis,Medebach,7987,North Rhine-Westphalia
19.77,50.85194,12.46361,Zwickau,Meerane,13934,Saxony
64.37,51.267,6.667,Rhein-Kreis Neuss,Meerbusch,56479,North Rhine-Westphalia
12.08,47.700,9.267,Bodenseekreis,Meersburg,6050,Baden-Württemberg
115.18,51.117,7.633,Märkischer Kreis,Meinerzhagen,20529,North Rhine-Westphalia
105.65,50.550,10.417,Schmalkalden-Meiningen,Meiningen,24722,Thuringia
10.34,49.717,7.667,Bad Kreuznach,Meisenheim,2789,Rhineland-Palatinate
30.90,51.167,13.483,Meißen,Meissen,28231,Saxony
21.25,54.083,9.067,Dithmarschen,Meldorf,7248,Schleswig-Holstein
254.00,52.20444,8.33889,Osnabrück,Melle,46753,Lower Saxony
55.78,50.417,10.317,Rhön-Grabfeld,Mellrichstadt,5504,Bavaria
63.1,51.133,9.550,Schwalm-Eder-Kreis,Melsungen,13797,Hesse
70.17,47.98778,10.18111,Urban district,Memmingen,44360,Bavaria
86.08,51.43333,7.80000,Märkischer Kreis,Menden,52452,North Rhine-Westphalia
23.78,50.37444,7.28083,Mayen-Koblenz,Mendig,8932,Rhineland-Palatinate
49.80,48.04972,9.33000,Sigmaringen,Mengen,9876,Baden-Württemberg
188.48,52.69361,7.29278,Emsland,Meppen,35457,Lower Saxony
26.08,49.200,10.683,Ansbach,Merkendorf,3067,Bavaria
54.73,51.35444,11.99278,Saalekreis,Merseburg,33593,Saxony-Anhalt
108.79,49.450,6.617,Merzig-Wadern,Merzig,29700,Saarland
218.5,51.350,8.283,Hochsauerlandkreis,Meschede,29696,North Rhine-Westphalia
42.52,51.250,6.967,Mettmann,Mettmann,38749,North Rhine-Westphalia
34.61,48.53667,9.28583,Reutlingen,Metzingen,22117,Baden-Württemberg
56.99,51.05000,12.30000,Altenburger Land,Meuselwitz,9881,Thuringia
50.62,53.31667,12.23306,Prignitz,Meyenburg,2111,Brandenburg
76.22,47.99278,9.11250,Sigmaringen,Meßkirch,8428,Baden-Württemberg
76.82,48.18056,8.96250,Zollernalbkreis,Meßstetten,10714,Baden-Württemberg
86.97,49.678591,09.003859,Odenwaldkreis,Michelstadt,15970,Hesse
32.35,47.783,11.833,Miesbach,Miesbach,11466,Bavaria
60.18,49.70389,9.26444,Miltenberg,Miltenberg,9288,Bavaria
56.44,48.033,10.467,Unterallgäu,Mindelheim,15247,Bavaria
101.08,52.28833,8.91667,Minden-Lübbecke,Minden,81592,North Rhine-Westphalia
156.37,53.267,12.800,Mecklenburgische Seenplatte,Mirow,3883,Mecklenburg-Western Pomerania
98.48,52.267,13.533,Dahme-Spreewald,Mittenwalde,9428,Brandenburg
39.35,49.933,12.233,Tirschenreuth,Mitterteich,6495,Bavaria
41.24,50.98556,12.98111,Mittelsachsen,Mittweida,14356,Saxony
67.68,51.45917,6.61972,Wesel,Moers,103487,North Rhine-Westphalia
23.1,51.100,6.900,Mettmann,Monheim am Rhein,41279,North Rhine-Westphalia
69.35,48.833,10.833,Donau-Ries,Monheim,5200,Bavaria
94.62,50.56000,6.25639,Aachen,Monschau,11686,North Rhine-Westphalia
33.61,50.43750,7.82583,Westerwaldkreis,Montabaur,14213,Rhineland-Palatinate
43.86,48.467,11.933,Freising,Moosburg an der Isar,18893,Bavaria
82.25,51.700,9.867,Northeim,Moringen,6941,Lower Saxony
62.23,49.35222,9.14667,Neckar-Odenwald-Kreis,Mosbach,23425,Baden-Württemberg
13.08,48.23528,9.64389,Alb-Donau-Kreis,Munderkingen,5430,Baden-Württemberg
310.71,48.133,11.567,Urban district,Munich,1488202,Bavaria
193.42,52.98861,10.09111,Heidekreis,Munster,15134,Lower Saxony
71.13,48.98000,9.58139,Rems-Murr-Kreis,Murrhardt,14026,Baden-Württemberg
24.65,52.100,13.750,Dahme-Spreewald,Märkisch Buchholz,836,Brandenburg
530.19,52.14056,11.95250,Jerichower Land,Möckern,12935,Saxony-Anhalt
49.61,49.317,9.350,Heilbronn,Möckmühl,8216,Baden-Württemberg
25.05,53.62694,10.68472,Lauenburg,Mölln,19282,Schleswig-Holstein
170.43,51.20000,6.43333,Urban districts of Germany,Mönchengladbach,259665,North Rhine-Westphalia
44.16,50.000,8.583,Groß-Gerau,Mörfelden-Walldorf,34799,Hesse
50.05,48.40639,9.05750,Tübingen,Mössingen,20494,Baden-Württemberg
98.6,51.30000,11.80000,Saalekreis,Mücheln,8541,Saxony-Anhalt
54.95,51.23333,13.05000,Nordsachsen,Mügeln,5855,Saxony
54.32,48.95000,8.83944,Enzkreis,Mühlacker,26093,Baden-Württemberg
88.55,51.43306,13.21667,Elbe-Elster,Mühlberg,3630,Brandenburg
29.42,48.24167,12.52500,Mühldorf am Inn,Mühldorf am Inn,20962,Bavaria
130.70,51.217,10.450,Unstrut-Hainich-Kreis,Mühlhausen,35799,Thuringia
20.67,50.117,8.917,Offenbach,Mühlheim am Main,28534,Hesse
21.73,48.03056,8.88583,Tuttlingen,Mühlheim an der Donau,3604,Baden-Württemberg
91.26,51.42750,6.88250,Urban districts of Germany,Mülheim an der Ruhr,170921,North Rhine-Westphalia
16.31,50.38694,7.49528,Mayen-Koblenz,Mülheim-Kärlich,11185,Rhineland-Palatinate
57.91,47.800,7.633,Breisgau-Hochschwarzwald,Müllheim,19119,Baden-Württemberg
68.54,52.250,14.417,Oder-Spree,Müllrose,4632,Brandenburg
68.78,50.200,11.767,Hof,Münchberg,10136,Bavaria
151.93,52.50361,14.13972,Märkisch-Oderland,Müncheberg,7003,Brandenburg
15.43,50.81667,11.93333,Greiz,Münchenbernsdorf,2929,Thuringia
93.11,50.250,10.167,Bad Kissingen,Münnerstadt,7523,Bavaria
116.05,48.41278,9.49528,Reutlingen,Münsingen,14480,Baden-Württemberg
27.78,50.24750,7.36306,Mayen-Koblenz,Münstermaifeld,3445,Rhineland-Palatinate
302.89,51.96250,7.62556,Urban district,Münster,316403,North Rhine-Westphalia
31.63,50.45333,8.77611,Wetteraukreis,Münzenberg,5835,Hesse
62.39,49.450,12.167,Schwandorf,Nabburg,6173,Bavaria
63.09,48.55194,8.72556,Calw,Nagold,22672,Baden-Württemberg
37.05,50.317,11.683,Hof,Naila,7590,Bavaria
17.51,50.31583,7.80222,Rhein-Lahn-Kreis,Nassau,4559,Rhineland-Palatinate
13.02,50.19944,7.85833,Rhein-Lahn-Kreis,Nastätten,4265,Rhineland-Palatinate
266.78,52.60000,12.88306,Havelland,Nauen,18540,Brandenburg
66.29,51.250,9.167,Kassel,Naumburg,5003,Hesse
129.88,51.150,11.817,Burgenlandkreis,Naumburg,32053,Saxony-Anhalt
39.49,51.27778,12.58833,Leipzig,Naunhof,8721,Saxony
25.42,51.283,11.567,Burgenlandkreis,Nebra,3044,Saxony-Anhalt
26.41,49.29250,8.96056,Rhein-Neckar-Kreis,Neckarbischofsheim,4072,Baden-Württemberg
26.15,49.39389,8.79750,Rhein-Neckar-Kreis,Neckargemünd,13349,Baden-Württemberg
17.22,49.40000,8.83333,Bergstraße,Neckarsteinach,3854,Hesse
24.94,49.191694,9.224556,Heilbronn,Neckarsulm,26324,Baden-Württemberg
118.52,48.75417,10.33444,Ostalbkreis,Neresheim,7991,Baden-Württemberg
137.39,50.91472,8.10000,Siegen-Wittgenstein,Netphen,23033,North Rhine-Westphalia
84,51.317,6.283,Viersen,Nettetal,42438,North Rhine-Westphalia
12.51,50.617,12.250,Vogtlandkreis,Netzschkau,3770,Saxony
36.14,50.29306,8.50889,Hochtaunuskreis,Neu-Anspach,14619,Hesse
24.29,50.050,8.700,Offenbach,Neu-Isenburg,38204,Hesse
80.50,48.383,10.000,Neu-Ulm,Neu-Ulm,58841,Bavaria
85.65,53.55694,13.26111,Mecklenburgische Seenplatte,Neubrandenburg,63372,Mecklenburg-Western Pomerania
24.99,54.017,11.667,Rostock,Neubukow,3937,Mecklenburg-Western Pomerania
24.69,48.66111,8.69667,Calw,Neubulach,5731,Baden-Württemberg
81.32,48.733,11.183,Neuburg-Schrobenhausen,Neuburg a.d. Donau,29662,Bavaria
32.93,49.283,9.267,Heilbronn,Neudenau,5302,Baden-Württemberg
44.12,47.81472,7.56194,Breisgau-Hochschwarzwald,Neuenburg am Rhein,12339,Baden-Württemberg
28.17,48.84611,8.58889,Enzkreis,Neuenbürg,8308,Baden-Württemberg
31.31,52.50000,6.96667,Grafschaft Bentheim,Neuenhaus,10228,Lower Saxony
54.12,51.28389,7.78000,Märkischer Kreis,Neuenrade,11772,North Rhine-Westphalia
41.18,49.233,9.333,Heilbronn,Neuenstadt am Kocher,10214,Baden-Württemberg
47.84,49.200,9.583,Hohenlohekreis,Neuenstein,6621,Baden-Württemberg
10.23,50.01056,6.29583,Eifelkreis Bitburg-Prüm,Neuerburg,1512,Rhineland-Palatinate
17.45,48.55444,9.37556,Esslingen,Neuffen,6247,Baden-Württemberg
108.22,50.517,11.150,Sonneberg,Neuhaus am Rennweg,8808,Thuringia
46.84,53.817,12.783,Mecklenburgische Seenplatte,Neukalen,1747,Mecklenburg-Western Pomerania
43.48,51.44167,6.55833,Wesel,Neukirchen-Vluyn,27532,North Rhine-Westphalia
66.26,50.867,9.333,Schwalm-Eder-Kreis,Neukirchen,6894,Hesse
27.49,53.867,11.683,Nordwestmecklenburg,Neukloster,4020,Mecklenburg-Western Pomerania
79.03,49.283,11.467,Neumarkt in der Oberpfalz,Neumarkt in der Oberpfalz,40243,Bavaria
61.06,48.367,12.500,Mühldorf am Inn,Neumarkt-Sankt Veit,6295,Bavaria
8.64,51.08000,11.24778,Weimarer Land,Neumark,477,Thuringia
71.57,54.07139,9.99000,Urban district,Neumünster,79905,Schleswig-Holstein
110.16,49.333,12.383,Schwandorf,Neunburg vorm Wald,8345,Bavaria
75.08,49.350,7.167,Neunkirchen,Neunkirchen,46037,Saarland
303.32,52.93306,12.80000,Ostprignitz-Ruppin,Neuruppin,30764,Brandenburg
23.89,51.03889,14.52944,Görlitz,Neusalza-Spremberg,3264,Saxony
99.48,51.200,6.700,Rhein-Kreis Neuss,Neuss,153109,North Rhine-Westphalia
93.56,48.800,11.767,Kelheim,Neustadt a.d.Donau,14493,Bavaria
9.93,49.730820,12.170700,Neustadt a.d.Waldnaab,Neustadt a.d.Waldnaab,5723,Bavaria
20.30,49.817,11.817,Neustadt a.d.Waldnaab,Neustadt am Kulm,1129,Bavaria
357,52.500,9.467,Hanover,Neustadt am Rübenberge,44586,Lower Saxony
,49.59667,10.60889,Neustadt (Aisch)-Bad Windsheim,Neustadt an der Aisch,13224,Bavaria
86.08,50.733,11.750,Saale-Orla-Kreis,Neustadt an der Orla,9095,Thuringia
117.10,49.350,8.150,Urban district,Neustadt an der Weinstraße,53306,Rhineland-Palatinate
61.90,50.32889,11.12111,Coburg,Neustadt b.Coburg,14995,Bavaria
19.74,54.10722,10.81583,Ostholstein,Neustadt in Holstein,15154,Schleswig-Holstein
83.05,51.02389,14.21667,Sächsische Schweiz-Osterzgebirge,Neustadt in Sachsen,11962,Saxony
93.91,53.367,11.583,Ludwigslust-Parchim,Neustadt-Glewe,6997,Mecklenburg-Western Pomerania
75.43,52.86667,12.43306,Ostprignitz-Ruppin,Neustadt,3395,Brandenburg
56.88,50.850,9.117,Marburg-Biedenkopf,Neustadt,9947,Hesse
138.15,53.36472,13.06361,Mecklenburgische Seenplatte,Neustrelitz,20151,Mecklenburg-Western Pomerania
25.14,48.400,10.833,Augsburg,Neusäß,22482,Bavaria
12.00,48.99361,12.19528,Regensburg,Neutraubling,14018,Bavaria
86.50,50.42861,7.46139,Neuwied,Neuwied,64860,Rhineland-Palatinate
36.60,48.217,12.683,Altötting,Neuötting,8852,Bavaria
40.21,50.29833,8.81389,Wetteraukreis,Niddatal,9917,Hesse
118.34,50.41278,9.00917,Wetteraukreis,Nidda,17314,Hesse
46.73,50.250,8.900,Main-Kinzig-Kreis,Nidderau,20556,Hesse
65.04,50.700,6.483,Düren,Nideggen,10155,North Rhine-Westphalia
30.63,54.7881000,8.8296000,Nordfriesland,NiebüllNaibel / Nibøl,10089,Schleswig-Holstein
30.61,51.233,9.317,Schwalm-Eder-Kreis,Niedenstein,5392,Hesse
17.09,49.90833,8.20278,Mainz-Bingen,Nieder-Olm,4527,Rhineland-Palatinate
35.79,50.817,7.033,Rhein-Sieg-Kreis,Niederkassel,38512,North Rhine-Westphalia
17.71,49.300,9.617,Hohenlohekreis,Niedernhall,4073,Baden-Württemberg
104.06,49.40083,9.91806,Main-Tauber-Kreis,Niederstetten,4800,Baden-Württemberg
29.80,48.54111,10.23306,Heidenheim,Niederstotzingen,4721,Baden-Württemberg
79.79,51.79972,9.10972,Höxter,Nieheim,6026,North Rhine-Westphalia
44.81,52.08306,12.69972,Potsdam-Mittelmark,Niemegk,2005,Brandenburg
64.45,52.64111,9.20694,Nienburg,Nienburg,31443,Lower Saxony
79.10,51.817,11.750,Salzlandkreis,Nienburg,6104,Saxony-Anhalt
19.34,49.86944,8.33750,Mainz-Bingen,Nierstein,8441,Rhineland-Palatinate
53.61,51.300,14.817,Görlitz,Niesky,9198,Saxony
93.15,49.200,12.267,Schwandorf,Nittenau,9053,Bavaria
87.32,53.500,8.467,Wesermarsch,Nordenham,26102,Lower Saxony
106.33,53.59667,7.20556,Aurich,Norden,24767,Lower Saxony
26.3,53.70722,7.14694,Aurich,Norderney,6032,Lower Saxony
58.1,53.70639,10.01028,Kreis Segeberg,Norderstedt,79155,Schleswig-Holstein
110.86,51.50500,10.79111,Nordhausen,"Nordhausen, Thuringia",40969,Thuringia
149.64,52.43194,7.06778,Grafschaft Bentheim,Nordhorn,53839,Lower Saxony
145.67,51.70667,10.00111,Northeim,Northeim,29092,Lower Saxony
12.77,54.167,9.867,Rendsburg-Eckernförde,Nortorf,6912,Schleswig-Holstein
122.61,51.050,13.300,Meissen,Nossen,10510,Saxony
75.95,51.24694,10.65639,Unstrut-Hainich-Kreis,Nottertal-Heilinger Höhen,5742,Thuringia
186.46,49.45389,11.07750,Urban district,Nuremberg,515543,Bavaria
68.10,48.85111,10.48833,Donau-Ries,Nördlingen,20674,Bavaria
46.9,48.633,9.333,Esslingen,Nürtingen,41154,Baden-Württemberg
41.88,49.833,8.750,Darmstadt-Dieburg,Ober-Ramstadt,15127,Hesse
12.11,49.42194,10.95833,Fürth,Oberasbach,17737,Bavaria
271.52,51.717,10.817,Harz,Oberharz am Brocken,10062,Saxony-Anhalt
77.04,51.49667,6.87056,Urban districts of Germany,Oberhausen,209566,North Rhine-Westphalia
23.47,50.70528,10.72583,Schmalkalden-Meiningen,Oberhof,1626,Thuringia
69.13,48.533,8.083,Ortenaukreis,Oberkirch,19944,Baden-Württemberg
23.57,48.78389,10.10528,Ostalbkreis,Oberkochen,7870,Baden-Württemberg
14.67,50.783,12.717,Zwickau,Oberlungwitz,5851,Saxony
10.15,49.72694,7.77278,Donnersbergkreis,Obermoschel,1056,Rhineland-Palatinate
24.83,49.84000,9.14139,Miltenberg,Obernburg a.Main,8696,Bavaria
55.93,48.29139,8.57250,Rottweil,Oberndorf am Neckar,14246,Baden-Württemberg
32.55,52.26639,9.11778,Schaumburg,Obernkirchen,9240,Lower Saxony
8.17,48.92556,9.02806,Ludwigsburg,Oberriexingen,3298,Baden-Württemberg
13.62,50.067,8.833,Offenbach,Obertshausen,24977,Hesse
45.31,50.2032194,8.5769250,Hochtaunuskreis,Oberursel (Taunus),46678,Hesse
62.41,49.450,12.417,Schwandorf,Oberviechtach,5019,Bavaria
18.11,50.11111,7.72139,Rhein-Hunsrück-Kreis,Oberwesel,2804,Rhineland-Palatinate
39.98,50.41917,12.97083,Erzgebirgskreis,Oberwiesenthal,2055,Saxony
165.59,49.567,8.967,Odenwaldkreis,Oberzent,10153,Hesse
63.55,49.650,10.067,Würzburg,Ochsenfurt,11248,Bavaria
59.96,48.07222,9.94806,Biberach,Ochsenhausen,8935,Baden-Württemberg
105.54,52.20556,7.19028,Steinfurt,Ochtrup,19673,North Rhine-Westphalia
35.31,52.86667,14.05000,Barnim,Oderberg,2134,Brandenburg
249.22,52.433,10.983,Börde,Oebisfelde-Weferlingen,13555,Saxony-Anhalt
77.35,50.86167,13.16722,Mittelsachsen,Oederan,7876,Saxony
102.63,51.833,8.150,Warendorf,Oelde,29133,North Rhine-Westphalia
53.67,50.41667,12.16667,Vogtlandkreis,Oelsnitz,10045,Saxony
26.28,50.72222,12.69861,Erzgebirgskreis,Oelsnitz,10983,Saxony
38.8,51.64222,7.25083,Recklinghausen,Oer-Erkenschwick,31532,North Rhine-Westphalia
32.69,51.96667,8.66667,Lippe,Oerlinghausen,17065,North Rhine-Westphalia
59.53,50.000,8.000,Rheingau-Taunus-Kreis,Oestrich-Winkel,11873,Hesse
34.21,48.950,10.583,Donau-Ries,Oettingen in Bayern,5205,Bavaria
44.90,50.10000,8.80000,Urban district,Offenbach am Main,130892,Hesse
78.38,48.467,7.933,Ortenaukreis,Offenburg,60388,Baden-Württemberg
113.41,50.82806,10.73278,Gotha,Ohrdruf,9652,Thuringia
125.36,50.667,13.333,Erzgebirgskreis,Olbernhau,10694,Saxony
29.91,48.200,11.317,Fürstenfeldbruck,Olching,27930,Bavaria
39.67,54.30000,10.88333,Ostholstein,Oldenburg in Holstein,9851,Schleswig-Holstein
102.96,53.14389,8.21389,Urban district,Oldenburg,169605,Lower Saxony
52.43,51.717,7.383,Coesfeld,Olfen,13014,North Rhine-Westphalia
85.6,51.017,7.833,Olpe,Olpe,24593,North Rhine-Westphalia
117.97,51.350,8.483,Hochsauerlandkreis,Olsberg,21452,North Rhine-Westphalia
73.04,48.47361,8.15944,Ortenaukreis,Oppenau,4796,Baden-Württemberg
7.09,49.85556,8.36028,Mainz-Bingen,Oppenheim,7582,Rhineland-Palatinate
115.16,51.79917,12.40694,Wittenberg,Oranienbaum-Wörlitz,8206,Saxony-Anhalt
162.37,52.75444,13.23694,Oberhavel,Oranienburg,45492,Brandenburg
7.58,50.77528,11.53139,Saale-Holzland-Kreis,Orlamünde,1087,Thuringia
15.16,49.17778,10.65556,Ansbach,Ornbau,1653,Bavaria
54.70,50.35583,9.05528,Wetteraukreis,Ortenberg,8973,Hesse
7.34,51.36667,13.78306,Oberspreewald-Lausitz,Ortrand,2033,Brandenburg
55.31,51.30028,13.10722,Nordsachsen,Oschatz,13917,Saxony
188.92,52.017,11.250,Börde,Oschersleben,19396,Saxony-Anhalt
